I,11,ACEH
18.03.18, 18 Sungkai Tengah
18.03.19, 19 Abung Pekurun
18.03.20, 20 Sungkai Jaya
18.03.21, 21 Sungkai Barat
18.03.22, 22 Abung Kunang
18.03.23, 23 Blambangan Pagar
18.04, 4 KAB. LAMPUNG BARAT
18.04.01, 1 Pesisir Selatan
18.04.02, 2 Pesisir Tengah
18.04.03, 3 Pesisir Utara
18.04.04, 4 Balik Bukit
18.04.05, 5 Sumber Jaya
18.04.06, 6 Belalau
18.04.07, 7 Way Tenong
18.04.08, 8 Sekincau
18.04.09, 9 Suoh
18.04.10, 10 Batu Brak
18.04.11, 11 Sukau
"", 12
18.04.12,Karya Penggawa
18.04.13, 13 Lemong
18.04.14, 14 Bengkunat
18.04.15, 15 Gedung Surian
18.04.16, 16 Ngambur
18.04.17, 17 Bangkunat Belimbing
18.04.18, 18 Kebun Tebu
18.04.19, 19 Air Hitam
18.04.20, 20 Pagar Dewa
18.04.21, 21 Batu Ketulis
18.04.22, 22 Lumbok Seminung
18.04.23, 23 Bandar Negeri Suoh
18.04.24, 24 Way Krui
18.04.25, 25 Krui Selatan
18.04.26, 26 Pulaupisang
18.05, 5 KAB. TULANG BAWANG
"",Mesuji
18.05.02, 1 Menggala
"",Tulang Bawang Tengah
"",Tulang Bawang Udik
"",Simpang Pematang
18.05.06, 2 Gedung Aji
"",Gunung Terang
18.05.08, 3 Banjar Agung
"",Way Serdang
"",Tanjung Raya
18.05.11, 4 Gedung Meneng
18.05.12, 5 Rawa Jitu Selatan
18.05.13, 6 Penawar Tama
"",Rawa Jitu Utara
"",Lambu Kibang
"",Tumijajar
"",Pagar Dewa
18.05.18, 7 Rawa Jitu Timur
"",Gunung Agung
18.05.20, 8 Banjar Margo
"",Mesuji Timur
18.05.22, 9 Rawa Pitu
18.05.23, 10 Penawar Aji
"",Way Kenanga
"", 11
18.05.25,Dente Teladas
18.05.26, 12 Meraksa Aji
18.05.27, 13 Gedung Aji Baru
"",Panca Jaya
18.05.29, 14 Banjar Baru
18.05.30, 15 Menggala Timur
18.06, 6 KAB. TANGGAMUS
18.06.01, 1 Kota Agung
18.06.02, 2 Talang Padang
18.06.03, 3 Wonosobo
18.06.04, 4 Pulau Panggung
"",Pagelaran
"",Pringsewu
"",Sukoharjo
"",Pardasuka
18.06.09, 5 Cukuh Balak
"",Gading Rejo
18.06.11, 6 Pugung
18.06.12, 7 Semaka
18.06.13, 8 Sumber Rejo
"",Adiluwih
18.06.15, 9 Ulu Belu
18.06.16, 10 Pematang Sawa
18.06.17, 11 Klumbayan
18.06.18, 12 Kota Agung Barat
18.06.19, 13 Kota Agung Timur
18.06.20, 14 Gisting
18.06.21, 15 Gunung Alip
"",Ambarawa
"",Banyumas
18.06.24, 16 Limau
18.06.25, 17 Bandar Negeri Semuong
18.06.26, 18 Air Naningan
18.06.27, 19 Bulok
18.06.28, 20 Klumbayan Barat
18.07, 7 KAB. LAMPUNG TIMUR
18.07.01, 1 Sukadana
18.07.02, 2 Labuhan Maringgai
18.07.03, 3 Jabung
"", 4
18.07.04,Pekalongan
18.07.05, 5 Sekampung
18.07.06, 6 Batanghari
18.07.07, 7 Way Jepara
18.07.08, 8 Purbolinggo
18.07.09, 9 Raman Utara
18.07.10, 10 Metro Kibang
18.07.11, 11 Marga Tiga
18.07.12, 12 Sekampung Udik
18.07.13, 13 Batanghari Nuban
18.07.14, 14 Bumi Agung
18.07.15, 15 Bandar Sribhawono
18.07.16, 16 Mataram Baru
18.07.17, 17 Melinting
18.07.18, 18 Gunung Pelindung
18.07.19, 19 Pasir Sakti
18.07.20, 20 Waway Karya
18.07.21, 21 Labuhan Ratu
18.07.22, 22 Braja Selebah
18.07.23, 23 Way Bungur
18.07.24, 24 Marga Sekampung
18.08, 8 KAB. WAY KANAN
18.08.01, 1 Blambangan Umpu
18.08.02, 2 Kasui
18.08.03, 3 Banjit
18.08.04, 4 Baradatu
18.08.05, 5 Bahuga
18.08.06, 6 Pakuan Ratu
18.08.07, 7 Negeri Agung
18.08.08, 8 Way Tuba
18.08.09, 9 Rebang Tangkas
18.08.10, 10 Gunung Labuhan
18.08.11, 11 Negara Batin
18.08.12, 12 Negeri Besar
18.08.13, 13 Buay Bahuga
18.08.14, 14 Bumi Agung
18.09, 9 KAB. PESAWARAN
18.09.01, 1 Gedong Tataan
18.09.02, 2 Negeri Katon
18.09.03, 3 Tegineneng
"", 4
18.09.04,Way Lima
18.09.05, 5 Padang Cermin
18.09.06, 6 Punduh Pidada
18.09.07, 7 Kedondong
18.09.08, 8 Marga Punduh
18.09.09, 9 Way Khilau
18.10, 10 KAB. PRINGSEWU
18.10.01, 1 Pringsewu
18.10.02, 2 Gading Rejo
18.10.03, 3 Ambarawa
18.10.04, 4 Pardasuka
18.10.05, 5 Pagelaran
18.10.06, 6 Banyumas
18.10.07, 7 Adiluwih
18.10.08, 8 Sukoharjo
18.10.09, 9 Pagelaran Utara
18.11, 11 KAB. MESUJI
18.11.01, 1 Mesuji
18.11.02, 2 Mesuji Timur
18.11.03, 3 Rawa Jitu Utara
18.11.04, 4 Way Serdang
18.11.05, 5 Simpang Pematang
18.11.06, 6 Panca Jaya
18.11.07, 7 Tanjung Raya
18.12, 12 KAB. TULANG BAWANG BARAT
18.12.01, 1 Tulang Bawang Tengah
18.12.02, 2 Tumijajar
18.12.03, 3 Tulang Bawang Udik
18.12.04, 4 Gunung Terang
18.12.05, 5 Gunung Agung
18.12.06, 6 Way Kenanga
18.12.07, 7 Lambu Kibang
18.12.08, 8 Pagar Dewa
18.71, 13 KOTA BANDAR LAMPUNG
18.71.01, 1 Kedaton
18.71.02, 2 Sukarame
18.71.03, 3 Tanjungkarang Barat
18.71.04, 4 Panjang
18.71.05, 5 Tanjungkarang Timur
"", 6
18.71.06,Tanjungkarang Pusat
"",18.71.07, 7 Telukbetung Selatan
"",18.71.08, 8 Telukbetung Barat
"",18.71.09, 9 Telukbetung Utara
"",18.71.10, 10 Rajabasa
"",18.71.11, 11 Tanjung Senang
"",18.71.12, 12 Sukabumi
"",18.71.13, 13 Kemiling
"",18.71.14, 14 Labuhan Ratu
"",18.71.15, 15 Way Halim
"",18.71.16, 16 Langkapura
"",18.71.17, 17 Enggal
"",18.71.18, 18 Kedamaian
"",18.71.19, 19 Telukbetung Timur
"",18.71.20, 20 Bumi Waras
"",18.72, 14 KOTA METRO
"",18.72.01, 1 Metro Pusat
"",18.72.02, 2 Metro Utara
"",18.72.03, 3 Metro Barat
"",18.72.04, 4 Metro Timur
"",18.72.05, 5 Metro Selatan
IX,19,KEP. BANGKA BELITUNG
"",19.01, 1 KAB. BANGKA
"",19.01.01, 1 Sungailiat
"",19.01.02, 2 Belinyu
"",19.01.03, 3 Merawang
"",19.01.04, 4 Mendo Barat
"",19.01.05, 5 Pemali
"",19.01.06, 6 Bakam
"",19.01.07, 7 Riau Silip
"",19.01.08, 8 Puding Besar
"",19.02, 2 KAB. BELITUNG
"",19.02.01, 1 Tanjung Pandan
"",19.02.02, 2 Membalong
"",19.02.03, 3 Selat Nasik
"",19.02.04, 4 Sijuk
"",19.02.05, 5 Badau
"",19.03, 3 KAB. BANGKA SELATAN
"","", 1
"",19.03.01,Toboali
"",19.03.02, 2 Lepar Pongok
"",19.03.03, 3 Air Gegas
"",19.03.04, 4 Simpang Rimba
"",19.03.05, 5 Payung
"",19.03.06, 6 Tukak Sadai
"",19.03.07, 7 Pulaubesar
"",19.03.08, 8 Kepulauan Pongok
"",19.04, 4 KAB. BANGKA TENGAH
"",19.04.01, 1 Koba
"",19.04.02, 2 Pangkalan Baru
"",19.04.03, 3 Sungai Selan
"",19.04.04, 4 Simpang Katis
"",19.04.05, 5 Namang
"",19.04.06, 6 Lubuk Besar
"",19.05, 5 KAB. BANGKA BARAT
"",19.05.01, 1 Mentok
"",19.05.02, 2 Simpang Teritip
"",19.05.03, 3 Jebus
"",19.05.04, 4 Kelapa
"",19.05.05, 5 Tempilang
"",19.05.06, 6 Parittiga
"",19.06, 6 KAB. BELITUNG TIMUR
"",19.06.01, 1 Manggar
"",19.06.02, 2 Gantung
"",19.06.03, 3 Dendang
"",19.06.04, 4 Kelapa Kampit
"",19.06.05, 5 Damar
"",19.06.06, 6 Simpang Renggiang
"",19.06.07, 7 Simpang Pesak
"",19.71, 7 KOTA PANGKAL PINANG
"",19.71.01, 1 Bukitintan
"",19.71.02, 2 Taman Sari
"",19.71.03, 3 Pangkal Balam
"",19.71.04, 4 Rangkui
"",19.71.05, 5 Gerunggang
"",19.71.06, 6 Gabek
"",19.71.07, 7 Girimaya
X,21,KEPULAUAN RIAU
21.01, 1 KAB. BINTAN
"",Singkep
"",Lingga
"",Senayang
21.01.04, 1 Gunung Kijang
"",Singkep Barat
21.01.06, 2 Bintan Timur
21.01.07, 3 Bintan Utara
21.01.08, 4 Teluk Bintan
21.01.09, 5 Tambelan
21.01.10, 6 Telok Sebong
"",Lingga Utara
21.01.12, 7 Toapaya
21.01.13, 8 Mantang
21.01.14, 9 Bintan Pesisir
21.01.15, 10 Seri Kuala Lobam
21.02, 2 KAB. KARIMUN
21.02.01, 1 Moro
21.02.02, 2 Kundur
21.02.03, 3 Karimun
21.02.04, 4 Meral
21.02.05, 5 Tebing
21.02.06, 6 Buru
21.02.07, 7 Kundur Utara
21.02.08, 8 Kundur Barat
21.02.09, 9 Durai
21.02.10, 10 Meral Barat
21.02.11, 11 Ungar
21.02.12, 12 Belat
21.03, 3 KAB. NATUNA
"",Jemaja
"",Palmatak
"",Siantan
21.03.04, 1 Midai
21.03.05, 2 Bunguran Barat
21.03.06, 3 Serasan
21.03.07, 4 Bunguran Timur
21.03.08, 5 Bunguran Utara
21.03.09, 6 Subi
"", 7
21.03.10,Pulau Laut
21.03.11, 8 Pulau Tiga
"",Jemaja Timur
"",Siantan Selatan
"",Siantan Timur
21.03.15, 9 Bunguran Timur Laut
21.03.16, 10 Bunguran Tengah
"",Siantan Tengah
21.03.18, 11 Bunguran Selatan
21.03.19, 12 Serasan Timur
21.04, 4 KAB. LINGGA
21.04.01, 1 Singkep
21.04.02, 2 Lingga
21.04.03, 3 Senayang
21.04.04, 4 Singkep Barat
21.04.05, 5 Lingga Utara
21.04.06, 6 Singkep Pesisir
21.04.07, 7 Lingga Timur
21.04.08, 8 Selayar
21.05, 5 KAB. KEPULAUAN ANAMBAS
21.05.01, 1 Siantan
21.05.02, 2 Palmatak
21.05.03, 3 Siantan Timur
21.05.04, 4 Siantan Selatan
21.05.05, 5 Jemaja Timur
21.05.06, 6 Jemaja
21.05.07, 7 Siantan Tengah
21.71, 6 KOTA BATAM
21.71.01, 1 Belakang Padang
21.71.02, 2 Batu Ampar
21.71.03, 3 Sekupang
21.71.04, 4 Nongsa
21.71.05, 5 Bulang
21.71.06, 6 Lubuk Baja
21.71.07, 7 Sei Beduk
21.71.08, 8 Galang
21.71.09, 9 Bengkong
21.71.10, 10 Batam Kota
21.71.11, 11 Sagulung
"", 12
21.71.12,Batu Aji
"",21.72, 7 KOTA TANJUNG PINANG
"",21.72.01, 1 Tanjung Pinang Barat
"",21.72.02, 2 Tanjung Pinang Timur
"",21.72.03, 3 Tanjung Pinang Kota
"",21.72.04, 4 Bukit Bestari
XI,31,DKI JAKARTA
"",31.01, 1 KAB. ADM. KEP. SERIBU
"",31.01.01, 1 Kepulauan Seribu Utara
"",31.01.02, 2 Kepulauan Seribu Selatan.
"",31.71, 2 KOTA ADM. JAKARTA PUSAT
"",31.71.01, 1 Gambir
"",31.71.02, 2 Sawah Besar
"",31.71.03, 3 Kemayoran
"",31.71.04, 4 Senen
"",31.71.05, 5 Cempaka Putih
"",31.71.06, 6 Menteng
"",31.71.07, 7 Tanah Abang
"",31.71.08, 8 Johar Baru
"",31.72, 3 KOTA ADM. JAKARTA UTARA
"",31.72.01, 1 Penjaringan
"",31.72.02, 2 Tanjung Priok
"",31.72.03, 3 Koja
"",31.72.04, 4 Cilincing
"",31.72.05, 5 Pademangan
"",31.72.06, 6 Kelapa Gading
"",31.73, 4 KOTA ADM. JAKARTA BARAT
"",31.73.01, 1 Cengkareng
"",31.73.02, 2 Grogol Petamburan
"",31.73.03, 3 Taman Sari
"",31.73.04, 4 Tambora
"",31.73.05, 5 Kebon Jeruk
"",31.73.06, 6 Kalideres
"",31.73.07, 7 Pal Merah
"",31.73.08, 8 Kembangan
"",31.74, 5 KOTA ADM. JAKARTA SELATAN
"",31.74.01, 1 Tebet
"",31.74.02, 2 Setiabudi
"","", 3
"",31.74.03,Mampang Prapatan
"",31.74.04, 4 Pasar Minggu
"",31.74.05, 5 Kebayoran Lama
"",31.74.06, 6 Cilandak
"",31.74.07, 7 Kebayoran Baru
"",31.74.08, 8 Pancoran
"",31.74.09, 9 Jagakarsa
"",31.74.10, 10 Pesanggrahan
"",31.75, 6 KOTA ADM. JAKARTA TIMUR
"",31.75.01, 1 Matraman
"",31.75.02, 2 Pulogadung
"",31.75.03, 3 Jatinegara
"",31.75.04, 4 Kramatjati
"",31.75.05, 5 Pasar Rebo
"",31.75.06, 6 Cakung
"",31.75.07, 7 Duren Sawit
"",31.75.08, 8 Makasar
"",31.75.09, 9 Ciracas
"",31.75.10, 10 Cipayung
XII,32,JAWA BARAT
"",32.01, 1 KAB. BOGOR
"",32.01.01, 1 Cibinong
"",32.01.02, 2 Gunung Putri
"",32.01.03, 3 Citeureup
"",32.01.04, 4 Sukaraja
"",32.01.05, 5 Babakan Madang
"",32.01.06, 6 Jonggol
"",32.01.07, 7 Cileungsi
"",32.01.08, 8 Cariu
"",32.01.09, 9 Sukamakmur
"",32.01.10, 10 Parung
"",32.01.11, 11 Gunung Sindur
"",32.01.12, 12 Kemang
"",32.01.13, 13 Bojong Gede
"",32.01.14, 14 Leuwiliang
"",32.01.15, 15 Ciampea
"",32.01.16, 16 Cibungbulang
"",32.01.17, 17 Pamijahan
"",32.01.18, 18 Rumpin
"","", 19
"",32.01.19,Jasinga
32.01.20, 20 Parung Panjang
32.01.21, 21 Nanggung
32.01.22, 22 Cigudeg
32.01.23, 23 Tenjo
32.01.24, 24 Ciawi
32.01.25, 25 Cisarua
32.01.26, 26 Megamendung
32.01.27, 27 Caringin
32.01.28, 28 Cijeruk
32.01.29, 29 Ciomas
32.01.30, 30 Dramaga
32.01.31, 31 Tamansari
32.01.32, 32 Klapanunggal
32.01.33, 33 Ciseeng
32.01.34, 34 Ranca Bungur
32.01.35, 35 Sukajaya
32.01.36, 36 Tanjungsari
32.01.37, 37 Tajurhalang
32.01.38, 38 Cigombong
32.01.39, 39 Leuwisadeng
32.01.40, 40 Tenjolaya
32.02, 2 KAB. SUKABUMI
32.02.01, 1 Pelabuhan Ratu
32.02.02, 2 Simpenan
32.02.03, 3 Cikakak
32.02.04, 4 Bantar Gadung
32.02.05, 5 Cisolok
32.02.06, 6 Cikidang
32.02.07, 7 Lengkong
32.02.08, 8 Jampang Tengah
32.02.09, 9 Warung Kiara
32.02.10, 10 Cikembar
32.02.11, 11 Cibadak
32.02.12, 12 Nagrak
32.02.13, 13 Parung Kuda
32.02.14, 14 Bojong Genteng
32.02.15, 15 Parakan Salak
32.02.16, 16 Cicurug
32.02.17, 17 Cidahu
"", 18
32.02.18,Kalapa Nunggal
32.02.19, 19 Kabandungan
32.02.20, 20 Waluran
32.02.21, 21 Jampang Kulon
32.02.22, 22 Ciemas
32.02.23, 23 Kalibunder
32.02.24, 24 Surade
32.02.25, 25 Cibitung
32.02.26, 26 Ciracap
32.02.27, 27 Gunung Guruh
32.02.28, 28 Cicantayan
32.02.29, 29 Cisaat
32.02.30, 30 Kadudampit
32.02.31, 31 Caringin
32.02.32, 32 Sukabumi
32.02.33, 33 Sukaraja
32.02.34, 34 Kebon Pedes
32.02.35, 35 Cireunghas
32.02.36, 36 Sukalarang
32.02.37, 37 Pabuaran
32.02.38, 38 Purabaya
32.02.39, 39 Nyalindung
32.02.40, 40 Geger Bitung
32.02.41, 41 Sagaranten
32.02.42, 42 Curug Kembar
32.02.43, 43 Cidolog
32.02.44, 44 Cidadap
32.02.45, 45 Tegalbuleud
32.02.46, 46 Cimanggu
32.02.47, 47 Ciambar
32.03, 3 KAB. CIANJUR
32.03.01, 1 Cianjur
32.03.02, 2 Warungkondang
32.03.03, 3 Cibeber
32.03.04, 4 Cilaku
32.03.05, 5 Ciranjang
32.03.06, 6 Bojongpicung
32.03.07, 7 Karangtengah
32.03.08, 8 Mande
32.03.09, 9 Sukaluyu
"", 10
32.03.10,Pacet
32.03.11, 11 Cugenang
32.03.12, 12 Cikalongkulon
32.03.13, 13 Sukaresmi
32.03.14, 14 Sukanagara
32.03.15, 15 Campaka
32.03.16, 16 Takokak
32.03.17, 17 Kadupandak
32.03.18, 18 Pagelaran
32.03.19, 19 Tanggeung
32.03.20, 20 Cibinong
32.03.21, 21 Sindangbarang
32.03.22, 22 Agrabinta
32.03.23, 23 Cidaun
32.03.24, 24 Naringgul
32.03.25, 25 Campakamulya
32.03.26, 26 Cikadu
32.03.27, 27 Gekbrong
32.03.28, 28 Cipanas
32.03.29, 29 Cijati
32.03.30, 30 Leles
32.03.31, 31 Haurwangi
32.03.32, 32 Pasirkuda
32.04, 4 KAB. BANDUNG
"",Padalarang
"",Batujajar
"",Cipatat
"",Ngamprah
32.04.05, 1 Cileunyi
32.04.06, 2 Cimenyan
32.04.07, 3 Cilengkrang
32.04.08, 4 Bojongsoang
32.04.09, 5 Margahayu
32.04.10, 6 Margaasih
32.04.11, 7 Katapang
32.04.12, 8 Dayeuhkolot
32.04.13, 9 Banjaran
32.04.14, 10 Pameungpeuk
32.04.15, 11 Pangalengan
32.04.16, 12 Arjasari
"", 13
32.04.17,Cimaung
"",Cililin
"",Sindangkerta
"",Cipongkor
"",Gununghalu
"",Rongga
"",Cikalongwetan
"",Cipendeuy
32.04.25, 14 Cicalengka
32.04.26, 15 Nagreg
32.04.27, 16 Cikancung
32.04.28, 17 Rancaekek
32.04.29, 18 Ciparay
32.04.30, 19 Pacet
32.04.31, 20 Kertasari
32.04.32, 21 Baleendah
32.04.33, 22 Majalaya
32.04.34, 23 Solokanjeruk
32.04.35, 24 Paseh
32.04.36, 25 Ibun
32.04.37, 26 Soreang
32.04.38, 27 Pasirjambu
32.04.39, 28 Ciwidey
32.04.40, 29 Rancabali
"",Lembang
"",Cisarua
"",Paropong
32.04.44, 30 Cangkuang
"",Cihampelas
32.04.46, 31 Kutawaringin
32.05, 5 KAB. GARUT
32.05.01, 1 Garut Kota
32.05.02, 2 Karangpawitan
32.05.03, 3 Wanaraja
32.05.04, 4 Tarogong Kaler
32.05.05, 5 Tarogong Kidul
32.05.06, 6 Banyuresmi
32.05.07, 7 Samarang
32.05.08, 8 Pasirwangi
32.05.09, 9 Leles
"", 10
32.05.10,Kadungora
32.05.11, 11 Leuwigoong
32.05.12, 12 Cibatu
32.05.13, 13 Kersamanah
32.05.14, 14 Malangbong
32.05.15, 15 Sukawening
32.05.16, 16 Karangtengah
32.05.17, 17 Bayongbong
32.05.18, 18 Cigedug
32.05.19, 19 Cilawu
32.05.20, 20 Cisurupan
32.05.21, 21 Sukaresmi
32.05.22, 22 Cikajang
32.05.23, 23 Banjarwangi
32.05.24, 24 Singajaya
32.05.25, 25 Cihurip
32.05.26, 26 Peundeuy
32.05.27, 27 Pameungpeuk
32.05.28, 28 Cisompet
32.05.29, 29 Cibalong
32.05.30, 30 Cikelet
32.05.31, 31 Bungbulang
32.05.32, 32 Mekarmukti
32.05.33, 33 Pakenjeng
32.05.34, 34 Pamulihan
32.05.35, 35 Cisewu
32.05.36, 36 Caringin
32.05.37, 37 Talegong
32.05.38, 38 Bl. Limbangan
32.05.39, 39 Selaawi
32.05.40, 40 Cibiuk
32.05.41, 41 Pangatikan
32.05.42, 42 Sucinaraja
32.06, 6 KAB. TASIKMALAYA
32.06.01, 1 Cipatujah
32.06.02, 2 Karangnunggal
32.06.03, 3 Cikalong
32.06.04, 4 Panca Tengah
32.06.05, 5 Cikatomas
32.06.06, 6 Cibalong
"", 7
32.06.07,Parungponteng
32.06.08, 8 Bantarkalong
32.06.09, 9 Bojongasih
32.06.10, 10 Culamega
32.06.11, 11 Bojonggambir
32.06.12, 12 Sodonghilir
32.06.13, 13 Taraju
32.06.14, 14 Salawu
32.06.15, 15 Puspahiang
32.06.16, 16 Tanjungjaya
32.06.17, 17 Sukaraja
32.06.18, 18 Salopa
32.06.19, 19 Jatiwaras
32.06.20, 20 Cineam
32.06.21, 21 Karang Jaya
32.06.22, 22 Manonjaya
32.06.23, 23 Gunung Tanjung
32.06.24, 24 Singaparna
32.06.25, 25 Mangunreja
32.06.26, 26 Sukarame
32.06.27, 27 Cigalontang
32.06.28, 28 Leuwisari
32.06.29, 29 Padakembang
32.06.30, 30 Sariwangi
32.06.31, 31 Sukaratu
32.06.32, 32 Cisayong
32.06.33, 33 Sukahening
32.06.34, 34 Rajapolah
32.06.35, 35 Jamanis
32.06.36, 36 Ciawi
32.06.37, 37 Kadipaten
32.06.38, 38 Pagerageung
32.06.39, 39 Sukaresik
32.07, 7 KAB. CIAMIS
32.07.01, 1 Ciamis
32.07.02, 2 Cikoneng
32.07.03, 3 Cijeungjing
32.07.04, 4 Sadananya
32.07.05, 5 Cidolog
32.07.06, 6 Cihaurbeuti
"", 7
32.07.07,Panumbangan
32.07.08, 8 Panjalu
32.07.09, 9 Kawali
32.07.10, 10 Panawangan
32.07.11, 11 Cipaku
32.07.12, 12 Jatinagara
32.07.13, 13 Rajadesa
32.07.14, 14 Sukadana
32.07.15, 15 Rancah
32.07.16, 16 Tambaksari
32.07.17, 17 Lakbok
32.07.18, 18 Banjarsari
32.07.19, 19 Pamarican
32.07.20, 20 Padaherang
32.07.21, 21 Kalipucang
32.07.22, 22 Pangandaran
32.07.23, 23 Sidamulih
32.07.24, 24 Parigi
32.07.25, 25 Cijulang
32.07.26, 26 Cimerak
32.07.27, 27 Cigugur
32.07.28, 28 Langkaplancar
32.07.29, 29 Cimaragas
32.07.30, 30 Cisaga
32.07.31, 31 Sindangkasih
32.07.32, 32 Baregbeg
32.07.33, 33 Sukamantri
32.07.34, 34 Lumbung
32.07.35, 35 Purwadadi
32.07.36, 36 Mangunjaya
32.08, 8 KAB. KUNINGAN
32.08.01, 1 Kadugede
32.08.02, 2 Ciniru
32.08.03, 3 Subang
32.08.04, 4 Ciwaru
32.08.05, 5 Cibingbin
32.08.06, 6 Luragung
32.08.07, 7 Lebakwangi
32.08.08, 8 Garawangi
32.08.09, 9 Kuningan
"", 10
32.08.10,Ciawigebang
32.08.11, 11 Cidahu
32.08.12, 12 Jalaksana
32.08.13, 13 Cilimus
32.08.14, 14 Mandirancan
32.08.15, 15 Selajambe
32.08.16, 16 Kramatmulya
32.08.17, 17 Darma
32.08.18, 18 Cigugur
32.08.19, 19 Pasawahan
32.08.20, 20 Nusaherang
32.08.21, 21 Cipicung
32.08.22, 22 Pancalang
32.08.23, 23 Japara
32.08.24, 24 Cimahi
32.08.25, 25 Cilebak
32.08.26, 26 Hantara
32.08.27, 27 Kalimanggis
32.08.28, 28 Cibeureum
32.08.29, 29 Karang Kancana
32.08.30, 30 Maleber
32.08.31, 31 Sindang Agung
32.08.32, 32 Cigandamekar
32.09, 9 KAB. CIREBON
32.09.01, 1 Waled
32.09.02, 2 Ciledug
32.09.03, 3 Losari
32.09.04, 4 Pabedilan
32.09.05, 5 Babakan
32.09.06, 6 Karangsembung
32.09.07, 7 Lemahabang
32.09.08, 8 Susukan Lebak
32.09.09, 9 Sedong
32.09.10, 10 Astanajapura
32.09.11, 11 Pangenan
32.09.12, 12 Mundu
32.09.13, 13 Beber
32.09.14, 14 Talun
32.09.15, 15 Sumber
32.09.16, 16 Dukupuntang
"", 17
32.09.17,Palimanan
32.09.18, 18 Plumbon
32.09.19, 19 Weru
32.09.20, 20 Kedawung
32.09.21, 21 Gunung Jati
32.09.22, 22 Kapetakan
32.09.23, 23 Klangenan
32.09.24, 24 Arjawinangun
32.09.25, 25 Panguragan
32.09.26, 26 Ciwaringin
32.09.27, 27 Susukan
32.09.28, 28 Gegesik
32.09.29, 29 Kaliwedi
32.09.30, 30 Gebang
32.09.31, 31 Depok
32.09.32, 32 Pasaleman
32.09.33, 33 Pabuaran
32.09.34, 34 Karangwareng
32.09.35, 35 Tengah Tani
32.09.36, 36 Plered
32.09.37, 37 Gempol
32.09.38, 38 Greged
32.09.39, 39 Suranenggala
32.09.40, 40 Jamblang
32.10, 10 KAB. MAJALENGKA
32.10.01, 1 Lemahsugih
32.10.02, 2 Bantarujeg
32.10.03, 3 Cikijing
32.10.04, 4 Talaga
32.10.05, 5 Argapura
32.10.06, 6 Maja
32.10.07, 7 Majalengka
32.10.08, 8 Sukahaji
32.10.09, 9 Rajagaluh
32.10.10, 10 Leuwimunding
32.10.11, 11 Jatiwangi
32.10.12, 12 Dawuan
32.10.13, 13 Kadipaten
32.10.14, 14 Kertajati
32.10.15, 15 Jatitujuh
"", 16
32.10.16,Ligung
32.10.17, 17 Sumberjaya
32.10.18, 18 Panyingkiran
32.10.19, 19 Palasah
32.10.20, 20 Cigasong
32.10.21, 21 Sindangwangi
32.10.22, 22 Banjaran
32.10.23, 23 Cingambul
32.10.24, 24 Kasokandel
32.10.25, 25 Sindang
32.10.26, 26 Malausma
32.11, 11 KAB. SUMEDANG
32.11.01, 1 Wado
32.11.02, 2 Jatinunggal
32.11.03, 3 Darmaraja
32.11.04, 4 Cibugel
32.11.05, 5 Cisitu
32.11.06, 6 Situraja
32.11.07, 7 Conggeang
32.11.08, 8 Paseh
32.11.09, 9 Surian
32.11.10, 10 Buahdua
32.11.11, 11 Tanjungsari
32.11.12, 12 Sukasari
32.11.13, 13 Pamulihan
32.11.14, 14 Cimanggung
32.11.15, 15 Jatinangor
32.11.16, 16 Rancakalong
32.11.17, 17 Sumedang Selatan
32.11.18, 18 Sumedang Utara
32.11.19, 19 Ganeas
32.11.20, 20 Tanjungkerta
32.11.21, 21 Tanjungmedar
32.11.22, 22 Cimalaka
32.11.23, 23 Cisarua
32.11.24, 24 Tomo
32.11.25, 25 Ujungjaya
32.11.26, 26 Jatigede
32.12, 12 KAB. INDRAMAYU
32.12.01, 1 Haurgeulis
"", 2
32.12.02,Kroya
32.12.03, 3 Gabuswetan
32.12.04, 4 Cikedung
32.12.05, 5 Lelea
32.12.06, 6 Bangodua
32.12.07, 7 Widasari
32.12.08, 8 Kertasemaya
32.12.09, 9 Krangkeng
32.12.10, 10 Karangampel
32.12.11, 11 Juntinyuat
32.12.12, 12 Sliyeg
32.12.13, 13 Jatibarang
32.12.14, 14 Balongan
32.12.15, 15 Indramayu
32.12.16, 16 Sindang
32.12.17, 17 Cantigi
32.12.18, 18 Lohbener
32.12.19, 19 Arahan
32.12.20, 20 Losarang
32.12.21, 21 Kandanghaur
32.12.22, 22 Bongas
32.12.23, 23 Anjatan
32.12.24, 24 Sukra
32.12.25, 25 Gantar
32.12.26, 26 Trisi
32.12.27, 27 Sukagumiwang
32.12.28, 28 Kedokan Bunder
32.12.29, 29 Pasekan
32.12.30, 30 Tukdana
32.12.31, 31 Patrol
32.13, 13 KAB. SUBANG
32.13.01, 1 Sagalaherang
32.13.02, 2 Cisalak
32.13.03, 3 Subang
32.13.04, 4 Kalijati
32.13.05, 5 Pabuaran
32.13.06, 6 Purwadadi
32.13.07, 7 Pagaden
32.13.08, 8 Binong
32.13.09, 9 Ciasem
"", 10
32.13.10,Pusakanagara
32.13.11, 11 Pamanukan
32.13.12, 12 Jalancagak
32.13.13, 13 Blanakan
32.13.14, 14 Tanjungsiang
32.13.15, 15 Compreng
32.13.16, 16 Patokbeusi
32.13.17, 17 Cibogo
32.13.18, 18 Cipunagara
32.13.19, 19 Cijambe
