I,11,ACEH
35.15.10, 10 Wonoayu
35.15.11, 11 Krian
35.15.12, 12 Balongbendo
35.15.13, 13 Taman
35.15.14, 14 Sukodono
35.15.15, 15 Buduran
35.15.16, 16 Gedangan
35.15.17, 17 Sedati
35.15.18, 18 Waru
35.16, 16 KAB. MOJOKERTO
35.16.01, 1 Jatirejo
35.16.02, 2 Gondang
35.16.03, 3 Pacet
35.16.04, 4 Trawas
35.16.05, 5 Ngoro
35.16.06, 6 Pungging
35.16.07, 7 Kutorejo
35.16.08, 8 Mojosari
35.16.09, 9 Dlanggu
35.16.10, 10 Bangsal
35.16.11, 11 Puri
35.16.12, 12 Trowulan
35.16.13, 13 Sooko
35.16.14, 14 Gedeg
35.16.15, 15 Kemlagi
35.16.16, 16 Jetis
35.16.17, 17 Dawarblandong
35.16.18, 18 Mojoanyar
35.17, 17 KAB. JOMBANG
35.17.01, 1 Perak
35.17.02, 2 Gudo
35.17.03, 3 Ngoro
35.17.04, 4 Bareng
35.17.05, 5 Wonosalam
"", 6
35.17.06,Mojoagung
35.17.07, 7 Mojowarno
35.17.08, 8 Diwek
35.17.09, 9 Jombang
35.17.10, 10 Peterongan
35.17.11, 11 Sumobito
35.17.12, 12 Kesamben
35.17.13, 13 Tembelang
35.17.14, 14 Ploso
35.17.15, 15 Plandaan
35.17.16, 16 Kabuh
35.17.17, 17 Kudu
35.17.18, 18 Bandarkedungmulyo
35.17.19, 19 Jogoroto
35.17.20, 20 Megaluh
35.17.21, 21 Ngusikan
35.18, 18 KAB. NGANJUK
35.18.01, 1 Sawahan
35.18.02, 2 Ngetos
35.18.03, 3 Berbek
35.18.04, 4 Loceret
35.18.05, 5 Pace
35.18.06, 6 Prambon
35.18.07, 7 Ngronggot
35.18.08, 8 Kertosono
35.18.09, 9 Patianrowo
35.18.10, 10 Baron
35.18.11, 11 Tanjunganom
35.18.12, 12 Sukomoro
35.18.13, 13 Nganjuk
35.18.14, 14 Bagor
35.18.15, 15 Wilangan
35.18.16, 16 Rejoso
35.18.17, 17 Gondang
35.18.18, 18 Ngluyu
35.18.19, 19 Lengkong
35.18.20, 20 Jatikalen
35.19, 19 KAB. MADIUN
35.19.01, 1 Kebon Sari
35.19.02, 2 Dolopo
"", 3
35.19.03,Geger
35.19.04, 4 Dagangan
35.19.05, 5 Kare
35.19.06, 6 Gemarang
35.19.07, 7 Wungu
35.19.08, 8 Madiun
35.19.09, 9 Jiwan
35.19.10, 10 Balerejo
35.19.11, 11 Mejayan
35.19.12, 12 Saradan
35.19.13, 13 Pilangkenceng
35.19.14, 14 Sawahan
35.19.15, 15 Wonoasri
35.20, 20 KAB. MAGETAN
35.20.01, 1 Poncol
35.20.02, 2 Parang
35.20.03, 3 Lembeyan
35.20.04, 4 Takeran
35.20.05, 5 Kawedanan
35.20.06, 6 Magetan
35.20.07, 7 Plaosan
35.20.08, 8 Panekan
35.20.09, 9 Sukomoro
35.20.10, 10 Bendo
35.20.11, 11 Maospati
35.20.12, 12 Barat
35.20.13, 13 Karangrejo
35.20.14, 14 Karas
35.20.15, 15 Kartoharjo
35.20.16, 16 Ngariboyo
35.20.17, 17 Nguntoronadi
35.20.18, 18 Sidorejo
35.21, 21 KAB. NGAWI
35.21.01, 1 Sine
35.21.02, 2 Ngrambe
35.21.03, 3 Jogorogo
35.21.04, 4 Kendal
35.21.05, 5 Geneng
35.21.06, 6 Kwadungan
35.21.07, 7 Karangjati
"", 8
35.21.08,Padas
35.21.09, 9 Ngawi
35.21.10, 10 Paron
35.21.11, 11 Kedunggalar
35.21.12, 12 Widodaren
35.21.13, 13 Mantingan
35.21.14, 14 Pangkur
35.21.15, 15 Bringin
35.21.16, 16 Pitu
35.21.17, 17 Karanganyar
35.21.18, 18 Gerih
35.21.19, 19 Kasreman
35.22, 22 KAB. BOJONEGORO
35.22.01, 1 Ngraho
35.22.02, 2 Tambakrejo
35.22.03, 3 Ngambon
35.22.04, 4 Ngasem
35.22.05, 5 Bubulan
35.22.06, 6 Dander
35.22.07, 7 Sugihwaras
35.22.08, 8 Kedungadem
35.22.09, 9 Kepoh Baru
35.22.10, 10 Baureno
35.22.11, 11 Kanor
35.22.12, 12 Sumberejo
35.22.13, 13 Balen
35.22.14, 14 Kapas
35.22.15, 15 Bojonegoro
35.22.16, 16 Kalitidu
35.22.17, 17 Malo
35.22.18, 18 Purwosari
35.22.19, 19 Padangan
35.22.20, 20 Kasiman
35.22.21, 21 Temayang
35.22.22, 22 Margomulyo
35.22.23, 23 Trucuk
35.22.24, 24 Sukosewu
35.22.25, 25 Kedewan
35.22.26, 26 Gondang
35.22.27, 27 Sekar
"", 28
35.22.28,Gayam
35.23, 23 KAB. TUBAN
35.23.01, 1 Kenduruan
35.23.02, 2 Jatirogo
35.23.03, 3 Bangilan
35.23.04, 4 Bancar
35.23.05, 5 Senori
35.23.06, 6 Tambakboyo
35.23.07, 7 Singgahan
35.23.08, 8 Kerek
35.23.09, 9 Parengan
35.23.10, 10 Montong
35.23.11, 11 Soko
35.23.12, 12 Jenu
35.23.13, 13 Merakurak
35.23.14, 14 Rengel
35.23.15, 15 Semanding
35.23.16, 16 Tuban
35.23.17, 17 Plumpang
35.23.18, 18 Palang
35.23.19, 19 Widang
35.23.20, 20 Grabagan
35.24, 24 KAB. LAMONGAN
35.24.01, 1 Sukorame
35.24.02, 2 Bluluk
35.24.03, 3 Modo
35.24.04, 4 Ngimbang
35.24.05, 5 Babat
35.24.06, 6 Kedungpring
35.24.07, 7 Brondong
35.24.08, 8 Laren
35.24.09, 9 Sekaran
35.24.10, 10 Maduran
35.24.11, 11 Sambeng
35.24.12, 12 Sugio
35.24.13, 13 Pucuk
35.24.14, 14 Paciran
35.24.15, 15 Solokuro
35.24.16, 16 Mantup
35.24.17, 17 Sukodadi
"", 18
35.24.18,Karanggeneng
35.24.19, 19 Kembangbahu
35.24.20, 20 Kalitengah
35.24.21, 21 Turi
35.24.22, 22 Lamongan
35.24.23, 23 Tikung
35.24.24, 24 Karangbinangun
35.24.25, 25 Deket
35.24.26, 26 Glagah
35.24.27, 27 Sarirejo
35.25, 25 KAB. GRESIK
35.25.01, 1 Dukun
35.25.02, 2 Balongpanggang
35.25.03, 3 Panceng
35.25.04, 4 Benjeng
35.25.05, 5 Duduksampeyan
35.25.06, 6 Wringinanom
35.25.07, 7 Ujungpangkah
35.25.08, 8 Kedamean
35.25.09, 9 Sidayu
35.25.10, 10 Manyar
35.25.11, 11 Cerme
35.25.12, 12 Bungah
35.25.13, 13 Menganti
35.25.14, 14 Kebomas
35.25.15, 15 Driyorejo
35.25.16, 16 Gresik
35.25.17, 17 Sangkapura
35.25.18, 18 Tambak
35.26, 26 KAB. BANGKALAN
35.26.01, 1 Bangkalan
35.26.02, 2 Socah
35.26.03, 3 Burneh
35.26.04, 4 Kamal
35.26.05, 5 Arosbaya
35.26.06, 6 Geger
35.26.07, 7 Klampis
35.26.08, 8 Sepulu
35.26.09, 9 Tanjung Bumi
35.26.10, 10 Kokop
"", 11
35.26.11,Kwanyar
35.26.12, 12 Labang
35.26.13, 13 Tanah Merah
35.26.14, 14 Tragah
35.26.15, 15 Blega
35.26.16, 16 Modung
35.26.17, 17 Konang
35.26.18, 18 Galis
35.27, 27 KAB. SAMPANG
35.27.01, 1 Sreseh
35.27.02, 2 Torjun
35.27.03, 3 Sampang
35.27.04, 4 Camplong
35.27.05, 5 Omben
35.27.06, 6 Kedungdung
35.27.07, 7 Jrengik
35.27.08, 8 Tambelangan
35.27.09, 9 Banyuates
35.27.10, 10 Robatal
35.27.11, 11 Sokobanah
35.27.12, 12 Ketapang
35.27.13, 13 Pangarengan
35.27.14, 14 Karangpenang
35.28, 28 KAB. PAMEKASAN
35.28.01, 1 Tlanakan
35.28.02, 2 Pademawu
35.28.03, 3 Galis
35.28.04, 4 Pamekasan
35.28.05, 5 Proppo
35.28.06, 6 Palengaan
35.28.07, 7 Pegantenan
35.28.08, 8 Larangan
35.28.09, 9 Pakong
35.28.10, 10 Waru
35.28.11, 11 Batumarmar
35.28.12, 12 Kadur
35.28.13, 13 Pasean
35.29, 29 KAB. SUMENEP
35.29.01, 1 Kota Sumenep
"", 2
35.29.02,Kalianget
35.29.03, 3 Manding
35.29.04, 4 Talango
35.29.05, 5 Bluto
35.29.06, 6 Saronggi
35.29.07, 7 Lenteng
35.29.08, 8 Gili Ginting
35.29.09, 9 Guluk-Guluk
35.29.10, 10 Ganding
35.29.11, 11 Pragaan
35.29.12, 12 Ambunten
35.29.13, 13 Pasongsongan
35.29.14, 14 Dasuk
35.29.15, 15 Rubaru
35.29.16, 16 Batang Batang
35.29.17, 17 Batu Putih
35.29.18, 18 Dungkek
35.29.19, 19 Gapura
35.29.20, 20 Gayam
35.29.21, 21 Nonggunong
35.29.22," 22 Ra""as"
35.29.23, 23 Masalembu
35.29.24, 24 Arjasa
35.29.25, 25 Sapeken
35.29.26, 26 Batuan
35.29.27, 27 Kangayan
35.71, 30 KOTA KEDIRI
35.71.01, 1 Mojoroto
35.71.02, 2 Kota
35.71.03, 3 Pesantren
35.72, 31 KOTA BLITAR
35.72.01, 1 Kepanjenkidul
35.72.02, 2 Sukorejo
35.72.03, 3 Sananwetan
35.73, 32 KOTA MALANG
35.73.01, 1 Blimbing
35.73.02, 2 Klojen
35.73.03, 3 Kedungkandang
35.73.04, 4 Sukun
"", 5
35.73.05,Lowokwaru
35.74, 33 KOTA PROBOLINGGO
35.74.01, 1 Kademangan
35.74.02, 2 Wonoasih
35.74.03, 3 Mayangan
35.74.04, 4 Kanigaran
35.74.05, 5 Kedopak
35.75, 34 KOTA PASURUAN
35.75.01, 1 Gadingrejo
35.75.02, 2 Purworejo
35.75.03, 3 Bugul Kidul
35.75.04, 4 Panggungrejo
35.76, 35 KOTA MOJOKERTO
35.76.01, 1 Prajurit Kulon
35.76.02, 2 Magersari
35.77, 36 KOTA MADIUN
35.77.01, 1 Kartoharjo
35.77.02, 2 Manguharjo
35.77.03, 3 Taman
35.78, 37 KOTA SURABAYA
35.78.01, 1 Karangpilang
35.78.02, 2 Wonocolo
35.78.03, 3 Rungkut
35.78.04, 4 Wonokromo
35.78.05, 5 Tegalsari
35.78.06, 6 Sawahan
35.78.07, 7 Genteng
35.78.08, 8 Gubeng
35.78.09, 9 Sukolilo
35.78.10, 10 Tambaksari
35.78.11, 11 Simokerto
35.78.12, 12 Pabean Cantikan
35.78.13, 13 Bubutan
35.78.14, 14 Tandes
35.78.15, 15 Krembangan
35.78.16, 16 Semampir
35.78.17, 17 Kenjeran
35.78.18, 18 Lakarsantri
35.78.19, 19 Benowo
"", 20
35.78.20,Wiyung
"",35.78.21, 21 Dukuhpakis
"",35.78.22, 22 Gayungan
"",35.78.23, 23 Jambangan
"",35.78.24, 24 Tenggilis Mejoyo
"",35.78.25, 25 Gunung Anyar
"",35.78.26, 26 Mulyorejo
"",35.78.27, 27 Sukomanunggal
"",35.78.28, 28 Asem Rowo
"",35.78.29, 29 Bulak
"",35.78.30, 30 Pakal
"",35.78.31, 31 Sambikerep
"",35.79, 38 KOTA BATU
"",35.79.01, 1 Batu
"",35.79.02, 2 Bumiaji
"",35.79.03, 3 Junrejo
XVI,36,BANTEN
"",36.01, 1 KAB. PANDEGLANG
"",36.01.01, 1 Sumur
"",36.01.02, 2 Cimanggu
"",36.01.03, 3 Cibaliung
"",36.01.04, 4 Cikeusik
"",36.01.05, 5 Cigeulis
"",36.01.06, 6 Panimbang
"",36.01.07, 7 Angsana
"",36.01.08, 8 Munjul
"",36.01.09, 9 Pagelaran
"",36.01.10, 10 Bojong
"",36.01.11, 11 Picung
"",36.01.12, 12 Labuan
"",36.01.13, 13 Menes
"",36.01.14, 14 Saketi
"",36.01.15, 15 Cipeucang
"",36.01.16, 16 Jiput
"",36.01.17, 17 Mandalawangi
"",36.01.18, 18 Cimanuk
"",36.01.19, 19 Kaduhejo
"",36.01.20, 20 Banjar
"",36.01.21, 21 Pandeglang
"","", 22
"",36.01.22,Cadasari
36.01.23, 23 Cisata
36.01.24, 24 Patia
36.01.25, 25 Karang Tanjung
36.01.26, 26 Cikedal
36.01.27, 27 Cibitung
36.01.28, 28 Carita
36.01.29, 29 Sukaresmi
36.01.30, 30 Mekarjaya
36.01.31, 31 Sindangresmi
36.01.32, 32 Pulosari
36.01.33, 33 Koroncong
36.01.34, 34 Majasari
36.01.35, 35 Sobang
36.02, 2 KAB. LEBAK
36.02.01, 1 Malingping
36.02.02, 2 Panggarangan
36.02.03, 3 Bayah
36.02.04, 4 Cipanas
36.02.05, 5 Muncang
36.02.06, 6 Leuwidamar
36.02.07, 7 Bojongmanik
36.02.08, 8 Gunungkencana
36.02.09, 9 Banjarsari
36.02.10, 10 Cileles
36.02.11, 11 Cimarga
36.02.12, 12 Sajira
36.02.13, 13 Maja
36.02.14, 14 Rangkasbitung
36.02.15, 15 Warunggunung
36.02.16, 16 Cijaku
36.02.17, 17 Cikulur
36.02.18, 18 Cibadak
36.02.19, 19 Cibeber
36.02.20, 20 Cilograng
36.02.21, 21 Wanasalam
36.02.22, 22 Sobang
36.02.23, 23 Curug bitung
36.02.24, 24 Kalanganyar
36.02.25, 25 Lebakgedong
"", 26
36.02.26,Cihara
36.02.27, 27 Cirinten
36.02.28, 28 Cigemlong
36.03, 3 KAB. TANGERANG
36.03.01, 1 Balaraja
36.03.02, 2 Jayanti
36.03.03, 3 Tigaraksa
36.03.04, 4 Jambe
36.03.05, 5 Cisoka
36.03.06, 6 Kresek
36.03.07, 7 Kronjo
36.03.08, 8 Mauk
36.03.09, 9 Kemiri
36.03.10, 10 Sukadiri
36.03.11, 11 Rajeg
36.03.12, 12 Pasar Kemis
36.03.13, 13 Teluknaga
36.03.14, 14 Kosambi
36.03.15, 15 Pakuhaji
36.03.16, 16 Sepatan
36.03.17, 17 Curug
36.03.18, 18 Cikupa
36.03.19, 19 Panongan
36.03.20, 20 Legok
"",Serpong
36.03.22, 21 Pagedangan
36.03.23, 22 Cisauk
"",Pondok Aren
"",Pamulang
"",Ciputat
36.03.27, 23 Sukamulya
36.03.28, 24 Kelapa Dua
36.03.29, 25 Sindang Jaya
36.03.30, 26 Sepatan Timur
36.03.31, 27 Solear
36.03.32, 28 Gunung Kaler
36.03.33, 29 Mekar Baru
"",Ciputat Timur
"",Serpong Utara
"",Setu
36.04, 4KAB. SERANG
"",Serang
"",Cipocok Jaya
"",Kasemen
"",Taktakan
36.04.05, 1 Kramatwatu
36.04.06, 2 Waringinkurung
36.04.07, 3 Bojonegara
36.04.08, 4 Pulo Ampel
36.04.09, 5 Ciruas
"",Walantaka
36.04.11, 6 Kragilan
36.04.12, 7 Pontang
36.04.13, 8 Tirtayasa
36.04.14, 9 Tanara
36.04.15, 10 Cikande
36.04.16, 11 Kibin
36.04.17, 12 Carenang
36.04.18, 13 Binuang
36.04.19, 14 Petir
36.04.20, 15 Tunjung Teja
"",Curug
36.04.22, 16 Baros
36.04.23, 17 Cikeusal
36.04.24, 18 Pamarayan
36.04.25, 19 Kopo
36.04.26, 20 Jawilan
36.04.27, 21 Ciomas
36.04.28, 22 Pabuaran
36.04.29, 23 Padarincang
36.04.30, 24 Anyar
36.04.31, 25 Cinangka
36.04.32, 26 Mancak
36.04.33, 27 Gunung Sari
36.04.34, 28 Bandung
36.04.35, 29 Lebak Wangi
36.71, 5 KOTA TANGERANG
36.71.01, 1 Tangerang
36.71.02, 2 Jatiuwung
"", 3
36.71.03,Batuceper
"",36.71.04, 4 Benda
"",36.71.05, 5 Cipondoh
"",36.71.06, 6 Ciledug
"",36.71.07, 7 Karawaci
"",36.71.08, 8 Periuk
"",36.71.09, 9 Cibodas
"",36.71.10, 10 Neglasari
"",36.71.11, 11 Pinang
"",36.71.12, 12 Karang Tengah
"",36.71.13, 13 Larangan
"",36.72, 6 KOTA CILEGON
"",36.72.01, 1 Cibeber
"",36.72.02, 2 Cilegon
"",36.72.03, 3 Pulomerak
"",36.72.04, 4 Ciwandan
"",36.72.05, 5 Jombang
"",36.72.06, 6 Gerogol
"",36.72.07, 7 Purwakarta
"",36.72.08, 8 Citangkil
"",36.73, 7 KOTA SERANG
"",36.73.01, 1 Serang
"",36.73.02, 2 Kasemen
"",36.73.03, 3 Walantaka
"",36.73.04, 4 Curug
"",36.73.05, 5 Cipocok Jaya
"",36.73.06, 6 Taktakan
"",36.74, 8 KOTA TANGERANG SELATAN
"",36.74.01, 1 Serpong
"",36.74.02, 2 Serpong Utara
"",36.74.03, 3 Pondok Aren
"",36.74.04, 4 Ciputat
"",36.74.05, 5 Ciputat Timur
"",36.74.06, 6 Pamulang
"",36.74.07, 7 Setu
XVII,51,BALI
"",51.01, 1 KAB. JEMBRANA
"",51.01.01, 1 Negara
"","", 2
"",51.01.02,Mendoyo
51.01.03, 3 Pekutatan
51.01.04, 4 Melaya
51.01.05, 5 Jembrana
51.02, 2 KAB. TABANAN
51.02.01, 1 Selemadeg
51.02.02, 2 Salamadeg Timur
51.02.03, 3 Salemadeg Barat
51.02.04, 4 Kerambitan
51.02.05, 5 Tabanan
51.02.06, 6 Kediri
51.02.07, 7 Marga
51.02.08, 8 Penebel
51.02.09, 9 Baturiti
51.02.10, 10 Pupuan
51.03, 3 KAB. BADUNG
51.03.01, 1 Kuta
51.03.02, 2 Mengwi
51.03.03, 3 Abiansemal
51.03.04, 4 Petang
51.03.05, 5 Kuta Selatan
51.03.06, 6 Kuta Utara
51.04, 4 KAB. GIANYAR
51.04.01, 1 Sukawati
51.04.02, 2 Blahbatuh
51.04.03, 3 Gianyar
51.04.04, 4 Tampaksiring
51.04.05, 5 Ubud
51.04.06, 6 Tegalallang
51.04.07, 7 Payangan
51.05, 5 KAB. KLUNGKUNG
51.05.01, 1 Nusa Penida
51.05.02, 2 Banjarangkan
51.05.03, 3 Klungkung
51.05.04, 4 Dawan
51.06, 6 KAB. BANGLI
51.06.01, 1 Susut
51.06.02, 2 Bangli
51.06.03, 3 Tembuku
"", 4
51.06.04,Kintamani
"",51.07, 7 KAB. KARANGASEM
"",51.07.01, 1 Rendang
"",51.07.02, 2 Sidemen
"",51.07.03, 3 Manggis
"",51.07.04, 4 Karangasem
"",51.07.05, 5 Abang
"",51.07.06, 6 Bebandem
"",51.07.07, 7 Selat
"",51.07.08, 8 Kubu
"",51.08, 8 KAB. BULELENG
"",51.08.01, 1 Gerokgak
"",51.08.02, 2 Seririt
"",51.08.03, 3 Busung biu
"",51.08.04, 4 Banjar
"",51.08.05, 5 Sukasada
"",51.08.06, 6 Buleleng
"",51.08.07, 7 Sawan
"",51.08.08, 8 Kubutambahan
"",51.08.09, 9 Tejakula
"",51.71, 9 KOTA DENPASAR
"",51.71.01, 1 Denpasar Selatan
"",51.71.02, 2 Denpasar Timur
"",51.71.03, 3 Denpasar Barat
"",51.71.04, 4 Denpasar Utara
XVIII,52,NUSA TENGGARA BARAT
"",52.01, 1 KAB. LOMBOK BARAT
"",52.01.01, 1 Gerung
"",52.01.02, 2 Kediri
"",52.01.03, 3 Narmada
"","",Tanjung
"","",Gangga
"","",Bayan
"",52.01.07, 4 Sekotong
"",52.01.08, 5 Labuapi
"",52.01.09, 6 Gunungsari
"","",Kayangan
"","",Pemenang
"",52.01.12, 7 Lingsar
"","", 8
"",52.01.13,Lembar
52.01.14, 9 Batu Layar
52.01.15, 10 Kuripan
52.02, 2 KAB. LOMBOK TENGAH
52.02.01, 1 Praya
52.02.02, 2 Jonggat
52.02.03, 3 Batukliang
52.02.04, 4 Pujut
52.02.05, 5 Praya Barat
52.02.06, 6 Praya Timur
52.02.07, 7 Janapria
52.02.08, 8 Pringgarata
52.02.09, 9 Kopang
52.02.10, 10 Praya Tengah
52.02.11, 11 Praya Barat Daya
52.02.12, 12 Batukliang Utara
52.03, 3 KAB. LOMBOK TIMUR
52.03.01, 1 Keruak
52.03.02, 2 Sakra
52.03.03, 3 Terara
52.03.04, 4 Sikur
52.03.05, 5 Masbagik
52.03.06, 6 Sukamulia
52.03.07, 7 Selong
52.03.08, 8 Pringgabaya
52.03.09, 9 Aikmel
52.03.10, 10 Sambelia
52.03.11, 11 Montong Gading
52.03.12, 12 Pringgasela
52.03.13, 13 Suralaga
52.03.14, 14 Wanasaba
52.03.15, 15 Sembalun
52.03.16, 16 Suwela
52.03.17, 17 Labuhan Haji
52.03.18, 18 Sakra Timur
52.03.19, 19 Sakra Barat
52.03.20, 20 Jerowaru
52.04, 4 KAB. SUMBAWA
"",Jereweh
"", 1
52.04.02,Lunyuk
"",Taliwang
"",Seteluk
52.04.05, 2 Alas
52.04.06, 3 Utan
52.04.07, 4 Batu Lanteh
52.04.08, 5 Sumbawa
52.04.09, 6 Moyo Hilir
52.04.10, 7 Moyo Hulu
52.04.11, 8 Ropang
52.04.12, 9 Lape
52.04.13, 10 Plampang
52.04.14, 11 Empang
"",Sekongkang
"",Brang Rea
52.04.17, 12 Alas Barat
52.04.18, 13 Labuhan Badas
52.04.19, 14 Labangka
52.04.20, 15 Buer
52.04.21, 16 Rhee
52.04.22, 17 Unter Iwes
52.04.23, 18 Moyo Utara
52.04.24, 19 Maronge
52.04.25, 20 Tarano
52.04.26, 21 Lopok
52.04.27, 22 Lenangguar
52.04.28, 23 Orong Telu
52.04.29, 24 Lantung
52.05, 5 KAB. DOMPU
52.05.01, 1 Dompu
52.05.02, 2 Kempo
52.05.03, 3 Hu'u
52.05.04, 4 Kilo
52.05.05, 5 Woja
52.05.06, 6 Pekat
52.05.07, 7 Manggalewa
52.05.08, 8 Pajo
52.06, 6 KAB. BIMA
52.06.01, 1 Monta
52.06.02, 2 Bolo
"", 3
52.06.03,Woha
52.06.04, 4 Belo
52.06.05, 5 Wawo
52.06.06, 6 Sape
52.06.07, 7 Wera
52.06.08, 8 Donggo
52.06.09, 9 Sanggar
52.06.10, 10 Ambalawi
52.06.11, 11 Langgudu
52.06.12, 12 Lambu
52.06.13, 13 Madapangga
52.06.14, 14 Tambora
52.06.15, 15 Soromandi
52.06.16, 16 Parado
52.06.17, 17 Lambitu
52.06.18, 18 Palibelo
52.07, 7 KAB. SUMBAWA BARAT
52.07.01, 1 Jereweh
52.07.02, 2 Taliwang
52.07.03, 3 Seteluk
52.07.04, 4 Sekongkang
52.07.05, 5 Brang Rea
52.07.06, 6 Poto Tano
52.07.07, 7 Brang Ene
52.07.08, 8 Maluk
52.08, 8 KAB. LOMBOK UTARA
52.08.01, 1 Tanjung
52.08.02, 2 Gangga
52.08.03, 3 Kayangan
52.08.04, 4 Bayan
52.08.05, 5 Pemenang
52.71, 9 KOTA MATARAM
52.71.01, 1 Ampenan
52.71.02, 2 Mataram
52.71.03, 3 Cakranegara
52.71.04, 4 Sekarbela
52.71.05, 5 Selaprang
52.71.06, 6 Sandubaya
52.72, 10 KOTA BIMA
"", 1
52.72.01,RasanaE Barat
"",52.72.02, 2 RasanaE Timur
"",52.72.03, 3 Asakota
"",52.72.04, 4 Raba
"",52.72.05, 5 Mpunda
XIX,53,NUSA TENGGARA TIMUR
"",53.01, 1 KAB. KUPANG
"","",Raijua
"","",Sabu Barat
"","",Sabu Timur
"",53.01.04, 1 Semau
"",53.01.05, 2 Kupang Barat
"",53.01.06, 3 Kupang Timur
"",53.01.07, 4 Sulamu
"",53.01.08, 5 Kupang Tengah
"",53.01.09, 6 Amarasi
"",53.01.10, 7 Fatuleu
"",53.01.11, 8 Takari
"",53.01.12, 9 Amfoang Selatan
"",53.01.13, 10 Amfoang Utara
"","",Hawu Mehara
"","",Sabu Liae
"",53.01.16, 11 Nekamese
"",53.01.17, 12 Amarasi Barat
"",53.01.18, 13 Amarasi Selatan
"",53.01.19, 14 Amarasi Timur
"",53.01.20, 15 Amabi Oefeto Timur
"",53.01.21, 16 Amfoang Barat Daya
"",53.01.22, 17 Amfoang Barat Laut
"",53.01.23, 18 Semau Selatan
"",53.01.24, 19 Taebenu
"",53.01.25, 20 Amabi Oefeto
"",53.01.26, 21 Amfoang Timur
"",53.01.27, 22 Fatuleu Barat
"",53.01.28, 23 Fatuleu Tengah
"","",Sabu Tengah
"",53.01.30, 24 Amfoang Tengah
"",53.02, 2 KAB TIMOR TENGAH SELATAN
"",53.02.01, 1 Kota Soe
"","", 2
"",53.02.02,Mollo Selatan
53.02.03, 3 Mollo Utara
53.02.04, 4 Amanuban Timur
53.02.05, 5 Amanuban Tengah
53.02.06, 6 Amanuban Selatan
53.02.07, 7 Amanuban Barat
53.02.08, 8 Amanatun Selatan
53.02.09, 9 Amanatun Utara
53.02.10, 10 KI'E
53.02.11, 11 Kuanfatu
53.02.12, 12 Fatumnasi
53.02.13, 13 Polen
53.02.14, 14 Batu Putih
53.02.15, 15 Boking
53.02.16, 16 Toianas
53.02.17, 17 Nunkolo
53.02.18, 18 Oenino
53.02.19, 19 Kolbano
53.02.20, 20 Kot olin
53.02.21, 21 Kualin
53.02.22, 22 Mollo Barat
53.02.23, 23 Kok Baun
53.02.24, 24 Noebana
53.02.25, 25 Santian
53.02.26, 26 Noebeba
53.02.27, 27 Kuatnana
53.02.28, 28 Fautmolo
53.02.29, 29 Fatukopa
53.02.30, 30 Mollo Tengah
53.02.31, 31 Tobu
53.02.32, 32 Nunbena
53.03, 3 KAB. TIMOR TENGAH UTARA
53.03.01, 1 Miomafo Timur
53.03.02, 2 Miomafo Barat
53.03.03, 3 Biboki Selatan
53.03.04, 4 Noemuti
53.03.05, 5 Kota Kefamenanu
53.03.06, 6 Biboki Utara
53.03.07, 7 Biboki Anleu
53.03.08, 8 Insana
"", 9
53.03.09,Insana Utara
53.03.10, 10 Noemuti Timur
53.03.11, 11 Miomaffo Tengah
53.03.12, 12 Musi
53.03.13, 13 Mutis
53.03.14, 14 Bikomi Selatan
53.03.15, 15 Bikomi Tengah
53.03.16, 16 Bikomi Nilulat
53.03.17, 17 Bikomi Utara
53.03.18, 18 Naibenu
53.03.19, 19 Insana Fafinesu
53.03.20, 20 Insana Barat
53.03.21, 21 Insana Tengah
53.03.22, 22 Biboki Tan Pah
53.03.23, 23 Biboki Moenleu
53.03.24, 24 Biboki Feotleu
53.04, 4 KAB. BELU
53.04.01, 1 Lamaknen
53.04.02, 2 TasifetoTimur
53.04.03, 3 Raihat
53.04.04, 4 Tasifeto Barat
53.04.05, 5 Kakuluk Mesak
53.04.06, 6 Malaka Timur
53.04.07, 7 Kobalima
53.04.08, 8 Malaka Tengah
53.04.09, 9 Sasitamean
53.04.10, 10 Malaka Barat
53.04.11, 11 Rinhat
53.04.12, 12 Kota Atambua
53.04.13, 13 Raimanuk
53.04.14, 14 Laen Manen
53.04.15, 15 Wewiku
53.04.16, 16 Weliman
53.04.17, 17 Lasiolat
53.04.18, 18 Lamaknen Selatan
53.04.19, 19 Io Kufeu
53.04.20, 20 Botin Leo Bele
53.04.21, 21 Atambua Barat
53.04.22, 22 Atambua Selatan
53.04.23, 23 Nanaet Duabesi
"", 24
53.04.24,Kobalima Timur
53.05, 5 KAB. ALOR
53.05.01, 1 Teluk Mutiara
53.05.02, 2 Alor Barat Laut
53.05.03, 3 Alor Barat Daya
53.05.04, 4 Alor Selatan
53.05.05, 5 Alor Timur
53.05.06, 6 Pantar
53.05.07, 7 Alor Tengah Utara
53.05.08, 8 Alor Timur Laut
53.05.09, 9 Pantar Barat
53.05.10, 10 Kabola
53.05.11, 11 Pulau Pura
53.05.12, 12 Mataru
53.05.13, 13 Pureman
53.05.14, 14 Pantar Timur
53.05.15, 15 Lembur
53.05.16, 16 Pantar Tengah
53.05.17, 17 Pantar Baru Laut
53.06, 6 KAB. FLORES TIMUR
53.06.01, 1 Wulanggitang
53.06.02, 2 Titehena
53.06.03, 3 Larantuka
53.06.04, 4 Ile Mandiri
53.06.05, 5 Tanjung Bunga
53.06.06, 6 Solor Barat
